Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
22829,3024,359,9,127,23,6116,206,223,155,3400,2
22830,3024,358,6,150,26,6086,211,229,156,3429,2
22831,3024,34,5,170,26,6057,219,228,145,3457,2
22832,3021,51,9,192,30,6027,225,221,129,3486,2
22833,3014,56,10,212,19,5997,227,218,124,3515,2
22834,3011,63,7,234,20,5968,226,226,134,3544,2
22835,3008,81,10,255,17,5938,233,223,121,3573,2
22836,3001,80,12,277,13,5909,236,219,113,3602,2
22837,2995,73,7,297,7,5879,229,226,131,3631,2
22838,2991,83,6,319,9,5850,229,230,135,3660,2
22839,2988,84,7,342,10,5820,230,228,131,3689,2
22840,2985,67,5,366,10,5791,226,229,138,3718,2
22841,2985,71,11,391,13,5761,232,219,118,3747,2
22842,2975,69,12,417,0,5731,232,217,115,3776,2
22843,2972,60,9,418,76,5702,227,221,127,3805,2
22844,2965,63,33,390,69,5672,230,218,121,3834,2
22845,2962,70,7,362,76,5643,228,226,132,3864,2
22846,2959,102,10,335,73,5613,238,226,119,3893,2
22847,2952,111,14,309,66,5584,244,223,105,3922,2
22848,2945,124,12,283,62,5554,240,231,118,3951,2
22849,2942,147,10,258,59,5525,234,239,136,3980,2
22850,2942,147,11,234,59,5495,235,239,134,4009,2
22851,2936,131,13,212,53,5466,241,232,119,4039,2
22852,2929,114,14,192,49,5437,244,225,107,4068,2
22853,2922,103,16,170,42,5407,245,217,96,4097,2
22854,2913,100,21,150,40,5378,249,207,77,4126,2
22855,2900,100,24,127,27,5348,251,201,65,4155,2
22856,2886,108,18,108,13,5319,248,215,88,4185,2
22857,2880,129,10,85,7,5289,236,234,128,4214,2
22858,2880,135,5,67,7,5260,229,238,143,4243,1
22859,2877,100,4,42,4,5230,227,234,142,4272,1
22860,2873,135,0,30,0,5201,219,238,156,4302,1
22861,2873,311,4,0,0,5172,208,237,168,4331,1
22862,2877,326,10,0,0,5142,195,229,173,4360,1
22863,2880,329,13,30,7,5113,187,223,175,4390,1
22864,2883,328,14,42,6,5083,185,222,177,4419,2
22865,2890,318,17,67,17,5054,173,222,188,4448,2
22866,2896,311,19,95,26,5025,166,223,196,4478,2
22867,2906,301,15,124,36,4995,176,232,196,4507,2
22868,2913,135,1,150,46,4966,221,238,153,4536,2
22869,2906,125,19,170,39,4937,248,223,94,4566,2
22870,2893,133,28,190,26,4907,251,213,70,4595,2
22871,2880,138,31,162,85,4878,249,212,67,4624,2
22872,2870,137,30,134,67,4849,249,213,68,4654,2
22873,2857,133,31,108,54,4819,251,208,60,4683,2
22874,2844,131,31,85,41,4790,252,206,57,4713,2
22875,2830,131,30,67,27,4761,252,208,61,4742,2
22876,2817,130,26,60,14,4731,252,214,72,4772,2
22877,2806,126,20,42,7,4702,248,223,94,4801,2
22878,2799,120,9,30,2,4673,236,232,127,4830,2
22879,2797,5,3,0,0,4643,216,234,155,4860,2
22880,2799,323,11,0,0,4614,191,228,177,4889,2
22881,2805,324,18,0,0,4585,173,218,184,4919,2
22882,2811,326,22,30,13,4556,163,207,181,4948,2
22883,2826,333,29,42,22,4497,140,188,180,5007,2
22884,2834,337,32,60,40,4468,135,178,172,5037,2
22885,2841,346,34,67,45,4439,136,166,156,5066,2
22886,2845,358,36,85,46,4410,144,152,129,5096,2
22887,2843,10,37,85,58,4380,155,141,101,5125,2
22888,2837,17,37,67,52,4351,164,137,86,5155,2
22889,2829,22,37,42,31,4322,172,138,79,5184,2
22890,2820,25,34,30,22,4293,181,146,80,5214,2
22891,2811,28,32,30,13,4264,190,154,81,5243,2
22892,2801,31,30,30,9,4235,198,161,83,5273,2
22893,2792,32,27,0,0,4206,202,170,90,5302,2
22894,2784,26,23,0,0,4176,203,184,108,5332,2
22895,2780,13,18,0,0,4147,200,200,133,5361,2
22896,2780,2,14,0,0,4118,199,212,149,5391,2
22897,2780,356,13,30,7,4089,199,217,155,5420,2
22898,2781,343,13,30,7,4060,193,219,165,5450,2
22899,2784,329,16,42,9,4031,179,219,178,5479,2
22900,2791,322,19,60,22,4002,168,217,187,5509,1
22901,2798,322,24,67,29,3973,151,208,193,5539,1
22902,2801,337,29,85,33,3944,143,185,173,5568,1
22903,2804,343,30,95,42,3915,144,179,164,5598,1
22904,2814,327,28,108,49,3886,141,196,188,5627,1
22905,2827,314,25,124,55,3857,147,212,201,5657,1
22906,2837,300,25,134,75,3828,143,221,215,5687,1
22907,2854,293,22,150,86,3799,151,228,215,5716,1
22908,2863,304,11,170,88,3771,191,235,184,5746,1
22909,2863,312,7,190,98,3742,202,235,173,5775,1
22910,2867,353,6,201,95,3713,210,230,158,5805,1
22911,2863,31,7,216,101,3684,218,225,143,5835,1
22912,2863,45,8,228,98,3655,223,222,134,5864,1
22913,2857,60,11,242,85,3626,229,216,119,5894,1
22914,2850,59,8,256,92,3598,227,223,130,5923,1
22915,2847,45,5,268,85,3569,222,228,142,5953,1
22916,2847,18,5,283,85,3540,216,230,151,5983,1
22917,2847,67,7,300,95,3511,228,226,132,6012,1
22918,2840,83,6,319,85,3483,229,230,135,6042,1
22919,2840,72,5,339,78,3454,225,231,141,6072,1
22920,2834,45,6,361,82,3425,222,227,140,6101,1
22921,2834,27,6,382,66,3397,217,226,145,6131,1
22922,2831,47,10,404,76,3368,224,219,129,6161,1
22923,2827,40,11,424,55,3340,221,216,128,6190,1
22924,2824,31,10,446,69,3311,218,218,135,6220,1
22925,2821,27,7,467,63,3282,218,225,144,6250,1
22926,2821,55,8,488,79,3254,225,223,132,6279,1
22927,2814,45,8,509,75,3226,223,223,135,6309,1
22928,2814,23,7,525,88,3197,216,225,145,6339,1
22929,2811,59,13,541,79,3169,229,213,115,6368,1
22930,2804,64,13,558,82,3140,232,213,111,6398,2
22931,2801,36,6,576,69,3112,220,226,142,6428,2
22932,2798,6,21,532,55,3055,212,227,153,6487,2
22933,2801,36,6,503,58,3027,220,226,142,6517,2
22934,2795,42,7,474,52,2999,221,225,139,6546,2
22935,2795,20,6,446,52,2971,216,228,149,6576,2
22936,2785,71,10,390,42,2914,231,221,121,6635,2
22937,2781,68,9,362,38,2886,229,223,126,6665,2
22938,2778,67,10,335,35,2858,231,219,120,6695,2
22939,2772,67,14,306,29,2830,233,211,107,6725,2
22940,2762,62,13,277,19,2802,230,213,113,6732,2
22941,2758,53,9,247,15,2774,226,221,129,6710,2
22942,2755,52,8,218,12,2746,225,222,131,6688,2
22943,2752,27,6,190,9,2719,217,226,145,6666,2
22944,2752,31,4,162,17,2691,219,230,148,6644,2
22945,2749,81,10,134,14,2663,233,223,121,6622,2
22946,2747,315,2,85,12,2608,214,237,161,6578,2
22947,2744,103,8,60,13,2580,234,230,127,6557,2
22948,2739,117,13,30,8,2553,242,228,113,6535,2
22949,2731,116,12,0,0,2525,241,228,115,6513,2
22950,2726,79,4,0,0,2498,224,233,144,6492,2
22951,2728,306,10,30,0,2470,191,234,183,6470,2
22952,2737,297,16,42,13,2443,175,234,199,6449,2
22953,2747,352,7,95,24,2389,208,229,158,6406,2
22954,2744,352,7,120,23,2362,208,228,158,6385,2
22955,2748,2,7,124,24,2335,211,227,154,6364,2
22956,2744,26,8,134,28,2308,216,222,142,6343,2
22957,2743,35,10,150,24,2281,219,218,134,6322,2
22958,2738,36,8,153,16,2254,220,221,137,6301,2
22959,2738,11,4,162,22,2227,216,232,153,6280,2
22960,2738,63,2,175,26,2201,221,234,150,6260,2
22961,2734,75,5,192,27,2174,227,230,137,6239,2
22962,2731,65,8,212,26,2148,228,224,130,6218,2
22963,2728,50,7,234,28,2121,224,224,135,6198,2
22964,2725,23,6,255,24,2095,216,227,147,6177,2
22965,2725,4,7,277,27,2069,211,227,153,6157,2
22966,2725,12,7,297,29,2043,213,226,150,6137,2
22967,2725,42,6,319,30,2017,221,227,141,6117,2
22968,2722,67,4,339,28,1991,225,233,143,6096,2
22969,2720,117,3,361,28,1965,225,236,146,6076,2
22970,2717,57,5,382,20,1940,223,229,142,6057,2
22971,2715,25,10,404,21,1914,215,219,140,6037,2
22972,2713,11,10,404,24,1889,209,220,147,6017,2
22973,2715,22,7,384,26,1864,216,225,146,5997,2
22974,2712,48,7,366,23,1839,223,225,137,5978,2
22975,2709,47,8,350,27,1814,223,223,134,5958,2
22976,2706,45,6,335,24,1789,222,226,139,5939,2
22977,2705,56,7,323,23,1765,225,226,135,5919,2
22978,2699,47,9,313,17,1740,223,220,131,5900,2
22979,2697,351,7,306,15,1716,207,227,159,5881,2
22980,2701,16,6,295,19,1692,215,227,149,5862,2
22981,2695,61,13,285,13,1668,230,212,112,5843,2
22982,2688,53,14,277,6,1645,227,210,113,5824,2
22983,2683,45,13,272,1,1621,223,211,120,5805,2
22984,2678,46,14,270,-3,1598,224,208,115,5786,2
22985,2672,44,15,270,-9,1575,222,206,115,5768,2
22986,2667,38,14,270,-14,1552,219,209,122,5749,2
22987,2663,10,10,272,-18,1530,209,220,148,5731,2
22988,2665,337,10,270,-4,1507,199,227,167,5712,2
22989,2667,330,10,270,-2,1486,196,228,171,5694,2
22990,2670,320,8,270,0,1464,198,232,173,5676,2
22991,2673,326,3,270,3,1442,211,235,163,5658,2
22992,2673,288,7,270,3,1421,201,240,178,5640,2
22993,2680,281,14,270,10,1401,182,241,198,5622,2
22994,2687,77,5,270,17,1380,227,230,138,5605,2
22995,2675,90,28,268,28,1360,249,183,43,5587,2
22996,2655,91,22,256,8,1341,247,200,72,5569,2
22997,2650,86,3,247,108,1321,224,234,145,5552,2
22998,2652,31,4,242,5,1302,219,230,148,5535,2
22999,2648,41,10,240,1,1284,221,218,131,5518,2
23000,2644,41,9,240,16,1266,221,219,132,5500,2
23001,2640,74,7,228,12,1249,229,227,132,5484,2
23002,2636,122,6,218,8,1231,230,235,138,5467,2
23003,2635,166,4,212,7,1215,223,241,153,5450,2
23004,2636,93,4,210,8,1199,226,233,142,5433,2
23005,2632,58,6,210,25,1183,224,228,138,5417,2
23006,2629,61,6,201,33,1168,225,228,137,5400,2
23007,2625,84,6,190,29,1154,229,229,133,5384,2
23008,2624,111,6,175,28,1140,230,234,137,5368,2
23009,2622,123,11,162,32,1127,239,231,121,5352,2
23010,2614,132,14,150,24,1115,242,232,117,5336,2
23011,2611,143,10,134,21,1103,235,238,133,5320,2
23012,2610,122,4,124,20,1092,228,236,143,5305,2
23013,2608,66,8,120,18,1082,228,225,131,5289,2
23014,2601,60,13,120,11,1072,230,213,114,5274,2
23015,2594,60,16,120,4,1063,231,206,103,5258,2
23016,2586,62,17,120,-3,1055,232,202,97,5243,2
23017,2555,343,8,30,2,1024,204,228,163,5071,2
23018,2555,353,9,42,2,1027,204,224,158,5058,2
23019,2558,342,10,67,7,1031,199,225,164,5045,2
23020,2559,339,10,85,12,1036,199,226,166,5032,2
23021,2561,2,6,95,15,1041,211,228,154,5019,2
23022,2560,13,4,108,13,1048,215,231,152,5006,2
23023,2561,347,5,124,19,1055,210,231,160,4993,2
23024,2561,34,5,134,21,1063,219,228,145,4981,2
23025,2557,73,6,150,17,1072,228,228,134,4968,2
23026,2553,84,4,170,14,1082,226,232,141,4956,2
23027,2554,82,3,190,14,1092,224,233,144,4944,2
23028,2552,106,3,201,12,1103,226,235,145,4932,2
23029,2549,131,5,216,13,1115,228,237,143,4920,2
23030,2545,114,8,234,10,1127,233,233,131,4908,2
23031,2541,106,7,247,2,1140,232,232,132,4897,2
23032,2538,121,7,256,6,1154,232,234,135,4886,2
23033,2534,137,8,268,5,1168,232,237,137,4875,2
23034,2532,133,8,270,12,1183,233,236,135,4864,2
23035,2528,110,7,270,8,1199,233,232,132,4853,2
23036,2526,81,6,270,6,1172,229,229,134,4842,2
23037,2523,77,8,270,3,1142,230,226,129,4831,2
23038,2519,93,8,270,0,1112,233,228,127,4821,2
23039,2513,75,3,277,-6,1052,223,230,147,4801,2
23040,2512,45,4,285,-7,1022,221,231,146,4791,2
23041,2511,53,7,295,-8,992,224,225,135,4781,2
23042,2506,65,8,300,-13,962,228,224,130,4772,2
23043,2504,69,6,300,0,932,226,228,136,4763,2
23044,2500,31,4,300,-4,902,219,230,148,4753,2
23045,2501,39,6,300,36,872,220,227,142,4744,2
23046,2497,15,5,283,36,842,216,230,152,4736,2
23047,3175,36,9,268,23,6174,220,221,136,977,1
23048,3172,32,10,242,20,6190,218,218,134,983,1
23049,3168,38,8,216,16,6207,220,222,137,990,1
23050,3168,84,7,192,16,6224,230,228,131,997,1
23051,3162,131,11,170,13,6241,238,234,126,1006,1
23052,3159,165,11,150,10,6258,230,244,144,1015,1
23053,3159,180,9,134,10,6275,224,246,155,1025,1
23054,3159,174,7,124,10,6292,225,244,153,1036,1
23055,3159,141,10,120,10,6309,236,237,131,1048,1
23056,3152,135,15,124,3,6326,243,232,115,1060,1
23057,3090,159,8,67,-2,7009,229,242,145,2557,2
23058,3083,168,8,85,-6,6979,227,243,150,2585,2
23059,3090,186,7,90,0,6950,222,246,158,2613,2
23060,3086,160,8,95,-3,6920,228,242,146,2641,2
23061,3086,163,10,108,6,6890,230,243,145,2669,2
23062,3083,145,13,124,6,6861,238,237,127,2697,2
23063,3080,170,9,134,3,6831,227,244,149,2725,2
23064,3083,174,7,134,23,6802,224,244,153,2753,2
23065,3080,129,10,124,20,6772,237,234,127,2781,2
23066,3073,117,13,120,13,6742,241,228,114,2809,2
23067,3067,118,15,120,7,6713,244,226,106,2837,2
23068,3060,128,18,120,0,6683,247,226,101,2866,2
23069,3050,128,16,120,9,6653,245,228,107,2894,2
23070,3044,129,10,108,3,6624,237,234,126,2922,2
23071,3041,157,5,95,0,6594,226,241,149,2951,2
23072,3044,111,3,90,3,6565,225,236,145,2979,2
23073,3041,29,5,85,4,6535,218,229,147,3007,2
23074,3041,3,5,67,4,6505,213,230,155,3036,2
23075,3041,87,5,60,4,6476,227,231,138,3064,2
23076,3037,114,9,42,10,6446,236,231,125,3093,2
23077,3031,102,8,30,4,6416,234,230,128,3121,2
23078,3027,48,6,0,0,6387,222,227,140,3150,2
23079,3027,37,7,0,0,6357,220,224,139,3178,2
23080,3024,14,9,0,0,6328,212,222,147,3207,2
23081,3024,3,13,30,6,6298,201,214,149,3236,2
23082,3021,356,15,42,7,6269,195,212,154,3264,2
23083,3142,332,15,67,16,6239,184,220,175,3293,2
23084,3031,350,12,85,23,6209,198,220,160,3322,2
23085,3027,18,9,108,23,6180,213,221,144,3350,2
23086,3027,20,5,127,19,6150,217,229,150,3379,2
23087,3024,45,3,150,23,6121,220,232,149,3408,2
23088,3024,90,3,170,23,6091,224,234,146,3437,2
23089,3021,121,4,192,23,6062,227,236,144,3466,2
23090,3021,105,5,212,23,6032,228,234,140,3494,2
23091,3018,82,9,234,27,6003,233,225,124,3523,2
23092,3011,84,9,255,16,5973,233,221,125,3552,2
23093,3008,90,9,277,17,5943,235,225,121,3581,2
23094,3001,81,10,297,10,5914,233,223,121,3610,2
23095,2998,53,7,319,10,5884,224,224,134,3639,2
23096,2995,45,9,339,7,5855,223,220,132,3668,2
23097,2991,51,9,361,9,5825,225,221,129,3697,2
23098,2988,63,7,384,10,5796,226,226,134,3726,2
23099,2985,81,10,408,10,5766,233,223,121,3755,2
23100,2978,78,10,433,6,5737,234,221,118,3784,2
23101,2975,53,7,408,82,5707,224,224,134,3813,2
23102,2972,57,11,379,76,5678,228,216,120,3842,2
23103,2965,72,12,351,69,5648,233,217,114,3871,2
23104,2959,90,14,323,73,5619,240,218,105,3900,2
23105,2949,102,17,295,63,5590,246,216,93,3929,2
23106,2942,121,15,268,56,5560,245,226,106,3958,2
23107,2936,147,14,242,53,5531,238,238,126,3987,2
23108,2932,154,16,216,49,5501,237,239,127,4016,2
23109,2929,151,17,192,46,5472,239,238,123,4046,2
23110,2926,142,12,170,43,5442,242,234,115,4075,2
23111,2919,128,18,150,39,5413,247,225,99,4104,2
23112,2909,115,21,127,29,5383,251,214,81,4133,2
23113,2896,105,23,108,23,5354,252,205,68,4162,2
23114,2883,104,19,85,10,5325,248,214,87,4191,2
23115,2877,112,10,67,4,5295,238,233,125,4221,2
23116,2873,173,6,42,0,5266,224,243,154,4250,1
23117,2877,165,3,30,4,5236,222,240,154,4279,1
23118,2873,319,5,0,0,5207,206,235,168,4308,1
23119,2880,319,13,0,0,5178,185,227,182,4338,1
23120,2883,326,15,30,10,5148,181,221,180,4367,1
23121,2890,329,18,42,13,5119,176,217,179,4396,1
23122,2893,336,18,67,20,5089,177,212,173,4425,2
23123,2896,325,19,85,19,5060,168,215,185,4455,2
23124,2906,320,16,108,33,5031,177,223,186,4484,2
23125,2909,315,3,134,39,5001,210,236,164,4513,2
23126,2909,131,16,162,39,4972,244,230,109,4543,2
23127,2896,129,29,190,29,4943,252,208,61,4572,2
23128,2883,132,32,170,88,4914,251,204,54,4601,2
23129,2867,137,29,150,72,4884,249,214,71,4631,2
23130,2857,136,27,124,62,4855,250,216,75,4660,2
23131,2845,130,30,95,42,4826,252,206,58,4689,2
23132,2831,131,30,67,28,4796,252,207,60,4719,2
23133,2818,132,27,42,15,4767,251,215,74,4748,2
23134,2808,129,19,30,5,4738,248,225,97,4777,2
23135,2801,116,9,30,2,4709,236,231,126,4807,2
23136,2799,6,4,0,0,4679,214,231,154,4836,2
23137,2801,331,12,0,0,4650,191,225,173,4866,2
23138,2806,322,18,30,9,4621,170,218,187,4895,2
23139,2814,321,22,30,15,4592,158,213,191,4924,2
23140,2822,324,24,42,17,4562,154,208,190,4954,2
23141,2830,324,25,60,32,4533,149,204,191,4983,2
23142,2839,323,27,67,38,4504,144,202,193,5013,2
23143,2849,326,27,85,45,4475,167,200,189,5042,2
23144,2857,334,25,95,63,4446,154,198,178,5072,1
23145,2863,354,23,108,67,4417,175,193,151,5101,1
23146,2861,18,24,108,76,4387,195,183,117,5131,2
23147,2855,32,25,85,57,4358,205,176,95,5160,2
23148,2846,40,26,67,48,4329,211,172,82,5190,2
23149,2835,42,26,60,37,4300,213,172,80,5219,2
23150,2825,42,26,60,27,4271,213,173,81,5249,2
23151,2815,41,26,42,23,4242,213,173,81,5278,2
23152,2805,37,25,30,13,4213,210,175,88,5308,2
23153,2797,31,24,30,5,4184,206,181,101,5337,2
23154,2791,22,20,30,7,4155,203,193,120,5367,2
23155,2787,1,13,42,7,4097,200,214,151,5426,2
23156,2788,341,14,60,15,4068,191,219,167,5455,2
23157,2792,324,17,67,18,4039,175,220,184,5485,1
23158,2798,321,19,85,23,4010,167,218,189,5514,1
23159,2804,308,27,95,35,3981,137,212,210,5544,1
23160,2831,319,28,108,62,3952,138,202,199,5573,1
23161,2834,347,23,124,66,3923,171,197,161,5603,1
23162,2834,334,18,134,72,3894,175,213,175,5632,1
23163,2837,308,17,150,72,3865,173,228,194,5662,1
23164,2844,285,18,162,72,3836,168,237,208,5692,1
23165,2854,267,17,175,92,3808,174,245,209,5721,1
23166,2860,254,8,192,92,3779,201,246,183,5751,1
23167,2860,263,6,212,85,3750,205,243,176,5780,1
23168,2867,292,3,228,102,3721,212,238,165,5810,1
23169,2863,63,4,242,91,3692,224,231,143,5839,1
23170,2863,74,6,256,101,3664,228,228,135,5869,1
23171,2857,65,9,268,92,3635,229,222,126,5899,1
23172,2854,45,10,283,82,3606,223,218,129,5928,1
23173,2850,22,9,295,92,3578,215,221,143,5958,5
23174,2850,10,8,309,88,3549,211,224,149,5987,1
23175,2847,55,11,324,85,3520,227,215,120,6017,1
23176,2840,58,9,342,88,3492,227,222,129,6047,1
23177,2840,29,5,361,85,3463,218,229,147,6076,1
23178,2840,24,6,382,78,3434,217,227,147,6106,1
23179,2840,18,7,404,88,3406,215,226,148,6136,1
23180,2837,33,10,424,69,3377,218,219,136,6165,1
23181,2834,28,11,446,79,3349,216,216,135,6195,1
23182,2831,29,12,467,59,3320,216,213,131,6224,1
23183,2827,35,11,488,72,3292,219,215,131,6254,1
23184,2824,39,10,509,66,3264,221,219,132,6284,1
23185,2821,36,9,531,79,3235,220,221,136,6313,1
23186,2821,51,7,551,82,3207,224,225,137,6343,2
23187,2818,85,12,566,92,3178,237,220,112,6373,2
23188,2808,90,13,582,76,3150,239,219,109,6402,2
23189,2801,75,3,582,58,3122,223,234,147,6432,2
23190,2804,45,2,553,61,3094,220,234,151,6462,2
23191,2801,90,3,524,58,3065,224,234,146,6491,2
23192,2801,101,4,495,-35,3037,226,234,144,6521,2
23193,2795,63,3,466,52,3009,222,233,146,6551,2
23194,2798,14,4,437,55,2981,216,231,153,6580,2
23195,2795,58,10,408,52,2953,228,218,123,6610,2
23196,2788,57,11,379,45,2925,228,216,120,6640,2
23197,2785,51,10,351,42,2897,225,218,126,6669,2
23198,2778,50,11,323,35,2869,225,216,124,6699,2
23199,2775,54,14,295,32,2841,228,209,111,6729,2
23200,2768,50,14,268,25,2813,226,208,113,6712,2
23201,2765,40,12,242,22,2785,221,213,124,6690,2
23202,2758,33,11,212,15,2758,218,215,132,6668,2
23203,2758,24,9,182,15,2730,215,220,141,6645,2
23204,2755,45,8,153,12,2702,223,222,134,6623,2
23205,2752,71,11,124,17,2675,232,219,118,6601,2
23206,2745,35,4,95,10,2647,219,231,148,6580,2
23207,2749,5,3,67,14,2620,216,234,155,6558,2
23208,2744,90,12,42,9,2592,239,220,110,6536,2
23209,2735,95,13,30,4,2565,240,221,110,6514,2
23210,2729,66,6,0,0,2537,227,227,135,6492,2
23211,2729,344,8,30,-1,2510,205,228,162,6471,2
23212,2733,312,12,42,7,2483,186,231,184,6449,2
23213,2739,296,13,67,11,2456,182,235,193,6428,2
23214,2745,294,9,85,21,2429,196,238,182,6407,2
23215,2747,327,5,108,26,2402,208,234,165,6385,2
23216,2749,350,5,134,26,2375,210,231,159,6364,2
23217,2748,11,5,153,27,2348,215,230,152,6343,2
23218,2748,27,5,162,24,2321,218,228,147,6322,2
23219,2747,45,8,175,31,2294,222,227,136,6301,2
23220,2742,47,8,182,23,2268,223,222,133,6280,2
23221,2739,42,6,190,17,2241,221,227,141,6259,2
23222,2736,27,4,201,20,2215,218,230,149,6238,2
23223,2738,39,6,216,26,2188,220,227,142,6217,2
23224,2734,57,8,234,27,2162,226,223,131,6197,2
23225,2731,39,6,255,26,2136,221,226,141,6176,2
23226,2729,6,7,277,29,2110,211,226,152,6155,2
23227,2730,9,7,297,29,2084,212,225,151,6135,2
23228,2729,38,6,319,31,2058,220,227,143,6115,2
23229,2726,74,7,339,30,2032,229,227,132,6094,2
23230,2720,81,6,361,25,2007,229,229,134,6074,2
23231,2718,9,3,382,24,1981,216,233,154,6054,2
23232,2720,343,8,404,28,1956,204,228,163,6034,2
23233,2722,0,12,404,33,1931,203,218,152,6014,2
23234,3287,26,12,382,32,1905,214,213,133,5994,2
23235,2715,47,10,361,26,1880,224,219,129,5975,2
23236,2712,45,6,342,23,1856,222,226,139,5955,2
23237,2711,53,7,324,22,1831,224,224,134,5935,2
23238,2706,68,8,309,24,1806,228,225,130,5916,2
23239,2703,65,5,295,21,1782,225,230,140,5896,2
23240,2702,45,5,285,20,1758,222,228,142,5877,2
23241,2701,7,4,277,19,1734,215,232,154,5858,2
23242,2701,30,4,268,19,1710,218,231,149,5839,2
23243,2698,62,10,256,16,1687,229,218,121,5819,2
23244,2692,56,12,247,10,1663,228,215,118,5800,2
23245,2688,52,11,242,6,1640,226,215,122,5782,2
23246,2683,54,12,240,1,1617,227,214,118,5763,2
23247,2678,54,12,240,-3,1595,227,214,118,5744,2
23248,2673,55,11,240,-8,1572,227,215,120,5726,2
23249,2668,29,6,242,-13,1550,218,226,144,5707,2
23250,2670,322,6,240,0,1528,205,234,168,5689,2
23251,2672,312,7,240,2,1506,201,235,173,5670,2
23252,2675,328,6,240,5,1485,206,233,166,5652,2
23253,2673,0,4,240,3,1464,213,232,156,5634,2
23254,2673,298,8,240,3,1443,198,237,180,5616,2
23255,2681,282,12,240,11,1423,186,241,194,5598,2
23256,2687,88,7,240,17,1403,231,228,129,5580,2
23257,2673,90,27,240,26,1383,249,185,47,5563,2
23258,2655,84,21,228,8,1364,244,200,75,5545,2
23259,2650,54,4,218,3,1345,222,231,144,5528,2
23260,2653,72,1,212,6,1326,219,237,154,5510,2
23261,2653,93,5,210,6,1308,227,233,140,5493,2
23262,2650,72,7,210,22,1290,228,227,133,5476,2
23263,2644,66,10,201,16,1273,230,219,121,5459,2
23264,2637,66,9,190,9,1256,229,223,124,5442,2
23265,2635,45,2,182,7,1240,219,235,152,5425,2
23266,2637,63,1,180,9,1224,220,236,153,5408,2
23267,2635,40,4,180,7,1209,220,231,148,5392,2
23268,2635,45,8,175,28,1195,222,223,136,5375,2
23269,2629,64,10,162,33,1181,230,219,122,5359,2
23270,2624,89,10,150,28,1167,235,224,120,5343,2
23271,2617,107,14,134,21,1155,243,223,106,5327,2
23272,2609,119,15,124,19,1142,244,226,107,5311,2
23273,2604,152,12,108,14,1131,235,240,134,5295,2
23274,2605,176,13,95,15,1120,226,247,150,5279,2
23275,2606,167,12,90,16,1110,230,244,144,5263,2
23276,2604,135,9,90,14,1101,235,236,133,5248,2
23277,2599,92,11,90,9,1092,237,223,116,5232,2
23278,2591,81,15,90,1,1084,239,212,99,5217,2
23279,2583,78,15,90,-3,1077,238,211,100,5202,2
23280,2575,77,8,85,15,1071,231,225,127,5187,2
23281,2558,320,14,30,11,1052,183,226,182,5058,2
23282,2561,340,12,42,10,1054,193,221,167,5045,2
23283,2561,349,11,85,8,1061,200,222,160,5018,2
23284,2565,347,9,108,14,1065,204,226,161,5005,2
23285,2564,34,7,124,17,1071,219,224,141,4992,2
23286,2559,30,4,134,13,1077,218,231,149,4979,2
23287,2562,326,2,150,15,1084,215,237,160,4966,2
23288,2562,80,4,162,20,1092,225,232,142,4953,2
23289,2557,74,7,175,17,1101,229,227,132,4941,2
23290,2554,76,6,192,14,1110,228,229,136,4928,6
23291,2551,108,5,212,12,1120,229,234,138,4916,2
23292,2548,126,6,228,8,1131,231,236,138,4904,2
23293,2546,128,6,242,6,1142,230,236,140,4892,2
23294,2545,119,6,258,9,1155,231,235,137,4881,2
23295,2542,112,7,277,7,1167,232,233,133,4869,2
23296,2538,102,7,285,0,1181,232,231,132,4858,2
23297,2533,84,5,295,1,1195,227,231,139,4847,2
23298,2532,54,4,300,3,1209,222,230,143,4836,2
23299,2529,48,6,300,9,1203,223,227,140,4825,2
23300,2528,63,7,300,8,1173,226,226,134,4814,2
23301,2524,81,9,300,43,1144,232,225,125,4803,2
23302,2518,79,9,295,37,1114,232,224,124,4793,2
23303,2513,67,5,285,32,1084,226,229,138,4783,2
23304,2514,68,3,277,33,1054,222,234,148,4773,2
23305,2512,90,2,272,31,1024,222,236,150,4763,2
23306,2512,84,5,270,31,994,227,231,139,4753,2
23307,2507,87,9,270,26,964,234,225,123,4743,2
23308,2501,84,5,270,20,934,227,231,139,4734,2
23309,2502,345,3,270,21,904,214,235,159,4725,2
23310,2497,77,4,268,32,845,226,231,141,4707,2
23311,3175,353,6,390,23,6084,210,230,158,992,1
23312,3175,45,4,362,23,6100,221,230,145,994,1
23313,3172,135,1,335,20,6116,220,238,154,997,1
23314,3175,225,4,309,23,6132,214,243,166,1001,1
23315,3178,135,1,283,26,6149,220,238,154,1006,1
23316,3175,84,7,258,23,6165,230,228,131,1012,1
23317,3172,107,10,234,20,6182,237,228,121,1019,1
23318,3165,120,14,212,16,6199,244,227,109,1026,1
23319,3155,128,16,192,6,6216,245,228,108,1034,1
23320,3149,165,11,175,0,6233,230,244,144,1044,1
23321,3152,187,11,162,3,6250,221,248,159,1053,1
23322,3152,172,13,153,3,6267,228,246,148,1064,1
23323,3152,150,17,150,3,6284,240,237,121,1075,1
